,E11.5_XX_WT_rep1,E11.5_XX_WT_rep2,E11.5_XY_WT_rep1,E12.5_XX_WT_rep1,E12.5_XX_WT_rep2,E12.5_XY_WT_rep1,E12.5_XY_WT_rep2,E13.5_XX_WT_rep1,E13.5_XX_WT_rep2,E13.5_XX_WT_rep3,E13.5_XY_WT_rep1,E13.5_XY_WT_rep2
Hyi,8.96,6.26,12.99,12.05,12.06,7.3,8.34,19.28,9.99,11.8,4.57,6.91
Cdc20,56.46,37.69,61.07,43.97,69.07,56.97,76.54,65.46,45.07,49.18,53.19,59.84
Adamts4,1.63,1.24,1.4,0.28,0.68,0.72,0.47,0.49,1,0.71,1.25,1.16
Nectin4,0.35,0.11,0.22,0.09,0.25,0.12,0.07,0.12,0.08,0.05,0.36,0.26
Pfdn2,239.22,306.88,271,389.6,283.09,455.79,324.57,317.91,298.31,376.74,379.7,452.63
Rnf114,40.88,33.31,41.18,39.64,55.63,36.12,42.4,66.72,79.27,74.63,80.3,63.74
Steep1,32.3,23.01,34.7,17.76,25.51,21.07,28.91,16.46,20.48,24.76,19.89,26.47
Neurl1a,4.58,2.83,3.84,3.62,6.41,1.83,3.33,4.68,3.53,2.99,2.14,1.68
Srm,27.02,17.15,30.74,21.09,22.29,26.14,38.99,19.43,15.73,15.54,18.14,30.99
Epha2,4.73,3.36,5.58,2.57,2.81,5.79,6.22,1.76,2.27,2.12,5.45,4.4
Rbm14,23.99,14.25,26.86,13.41,24.06,14.04,25.99,17.78,18.58,17.34,14.21,18.09
Actn3,1.38,1.39,1.61,1.06,2.08,0.49,0.74,2.76,4.46,2.45,5.48,1.85
A530013C23Rik,0.11,0.01,0.09,0.01,0.03,0,0,0,0,0.02,0.02,0.06
Zdhhc24,6.85,4.53,7.6,5.41,8.21,3.74,6.25,6.8,6.41,6.42,5.39,5.56
Bbs1,4.27,2.62,3.76,1.95,2.76,1.84,2.4,1.64,2.55,2.96,2.17,2.45
Slc34a3,0.09,0.12,0,0,0.03,0,0,0.05,0,0,0.02,0.05
Ndor1,11.77,5.89,12.77,5.38,12.59,7.08,13,6.94,13.09,11.43,9.3,9.68
Nsmf,23.07,14.74,25.27,14.9,19.04,11.29,14.2,18.29,20.29,18.94,13.24,12.88
Prl7a1,0,0,0.05,0,0,0,0,0.09,0,0,0,0
Prl8a9,0,0,0,0,0,0,0,0,0,0,0,0
Pdk1,46.15,23.8,41.08,23.17,53.27,29.57,45.94,19.83,30.73,34.56,37.67,39.86
Ptbp1,226.21,159.1,253.74,133.58,163.61,156.42,210.86,107.8,105.24,131.18,123.6,155.52
Mvd,13.5,9.54,15.85,8.9,13.5,8.54,11.29,12.81,11.28,8.56,16.64,13.06
Cyba,9.24,7.14,15.59,9.26,16.88,10.48,13.93,23.48,13.44,12.59,5.63,7.01
Itih3,0.3,0.18,0.12,0.06,0.15,0.18,0.49,0.05,0.24,0.07,0.59,0.82
Stimate,14.57,7.65,15.71,9.79,18.63,8.91,15.2,18.91,19.87,11.33,16.51,11.89
Sfmbt1,11.82,7.98,12.36,10.13,24.69,10.73,14.84,15.91,36.65,31.11,23.64,19.28
Itih1,0.02,0.02,0,0.02,0,0,0,0,0,0,0.01,0
Ihh,0.14,0.09,0.05,0.02,0.04,0,0.02,0.07,0.02,0.09,0.17,0.06
Prkag3,0.03,0.01,0.14,0.14,0.06,0.08,0.05,0.2,0.09,0.05,0.06,0.08
Cryba2,0,0,0,0,0,0,0,0,0,0,0,0
Atp7b,0.51,0.27,0.49,0.36,0.99,0.42,0.68,0.55,1.08,0.99,1.5,1.61
Defb2,0,0,0,0,0,0,0,0,0,0,0,0
Slc4a1,55.55,36.41,36.58,10.94,13.47,8.83,22.97,3.82,5.81,22.47,3.6,5.41
Rundc3a,3.93,2.74,3.45,2.59,2.09,3.48,3.99,1.38,1.38,0.85,2.28,2.53
Slc4a3,15.81,8.62,16.29,8.77,13.19,5.79,8.96,9.76,10.27,10.73,4.14,6.22
Cdt1,32.02,17.72,36.3,24.51,34.11,21.79,30.31,31.71,26.61,22.16,15.25,17.53
Runx1t1,9.84,5.94,7.99,5.66,13.38,5.17,8.87,3.98,5.15,5.53,8.92,8.99
Snai3,0.12,0.07,0.19,0.03,0.07,0.19,0.18,0.16,0.1,0.05,0.17,0.1
Aprt,45.08,25.07,54.34,34.74,44.49,26.59,34.94,50.74,29.67,33.29,17.32,26.15
Gtf2h1,53.54,37.79,48.58,39.21,64.25,42.53,61.93,53.13,71.13,47.39,69.53,61.09
Hfe,0.65,0.38,0.85,0.6,0.48,0.51,0.64,0.44,0.29,0.38,0.53,0.67
Abhd1,0.91,0.54,0.93,0.49,0.61,0.36,0.6,0.63,0.68,0.54,0.68,0.47
Slc5a6,5.25,4.27,6.76,5.26,7.62,3.93,5.49,6.34,8.89,5.22,5.49,6.58
Tcf23,2.28,1.42,2.57,1.8,3.93,3.03,5.98,3.25,4.08,2.92,7.24,7.33
Nphs1,0.77,0.91,1.75,0.43,0.61,3.02,3.85,0.28,0.3,0.07,3.82,4.39
Aplp1,18.4,12.71,19.26,10.53,14.24,12.46,13.49,11.99,11.48,9.06,14.51,12.55
Qrich1,104.76,63.02,114.38,71.36,147.27,77.15,118.23,106.2,171.47,133.83,82.26,101.39
P4htm,1.87,0.88,0.85,1.19,1.34,0.44,0.34,2.03,1.03,1.85,0.45,0.47
Usp19,50.81,27.66,59.26,29.52,55.36,35.62,62.83,38.81,39.4,42.13,48.45,45.13
Pola1,30.94,20.64,29.74,21.83,47.45,25.07,35.62,22.03,36.55,40.69,34.44,37.9
Cdc42,204.29,151.49,224.52,197.69,275.04,166.1,221.5,231.16,233.55,254.6,166.17,179.46
Pknox1,19.24,11.71,18.83,11.55,16.11,9.77,15.49,9.87,13.9,15.52,13.85,15.09
D130043K22Rik,0.24,0.36,0.23,0.04,0.04,0.45,0.46,0.01,0.07,0.03,0.27,0.29
Gmnn,105.23,90.78,108.93,127.02,161.07,149.6,152.11,179.56,153.73,143.63,76.26,90.32
Acot13,55.71,78.04,59.69,81.14,62,65.63,51.64,81.31,69.98,79.58,97.91,72.03
Zfp184,14.43,10.94,17.55,10,11.27,11.79,12.91,9.13,11.18,11.4,14.2,13.29
Cyp27b1,0.1,0.11,0.11,0.07,0.05,0.06,0.1,0.02,0.07,0.05,0.06,0.05
Cdk4,297.92,301.6,414.84,305.61,205.75,284.28,227.23,250.18,131.48,202.27,214.06,217.39
B4galnt1,0.79,0.53,0.65,0.28,0.55,0.29,0.51,0.76,0.59,0.38,0.28,0.55
Mettl1,13.39,14.04,16.3,13.97,13.82,18.56,18.46,13.33,10.92,11.04,18.43,16.56
Tspan31,70.44,45.76,85.37,54.28,77.82,45.5,62.56,73.3,56.16,60.77,45.31,59.23
Kif5b,88.45,52.55,87.33,33.23,75.51,38.71,68.6,32.02,57.32,63.21,61.36,56.15
Saal1,16.38,10.83,20.17,13.31,17.24,13.03,19.3,17.76,13.07,13.24,12.25,13.58
Tph2,1.87,1.66,1.82,1.46,1.37,0,0.02,0.45,0.75,0.88,0,0
Krt23,0.06,0.1,0.29,0.14,0.18,0.53,0.38,0.07,0.04,0.14,0.52,0.38
Cnp,4.1,2.59,7.11,3.18,3.94,6.99,6.53,4.58,3.66,3.98,3.89,4.85
Odad4,1.71,1.16,1.65,0.9,1.57,0.48,0.46,0.85,0.86,1.79,1.6,0.68
Sulf2,75.87,45.29,78.43,30.2,57.01,66.11,99.15,36.44,41.48,48.57,78.19,72.19
Sod2,45.79,32.93,41.09,42.92,67.98,32.01,40.19,56.64,60.16,64.8,23.52,35.41
Tmco6,7.7,5.27,8.59,6.87,12.17,8.25,11.52,9.87,11.3,12.87,30.41,18.46
Stambp,6.16,4.58,7.2,3.47,5,3.07,5.33,4.37,4.31,5.34,3.43,4.77
Ezh1,16.93,9.76,18.16,9.33,20.81,12.14,21.88,13.36,22.2,17.38,31.09,23.66
Hap1,7.47,3.71,15.96,1.59,6.01,6.26,11.79,4.64,5.29,5.92,15.48,7.49
P3h4,24.74,21.89,30.49,18.92,24.03,25.68,29.82,26.56,23.58,21.9,21.26,25.81
Ctnnb1,1229.64,733.57,1334.64,689.46,1147.73,771.62,1162.89,971.56,848.53,898.54,892.89,944.19
Eif1b,80.59,85.97,135.95,100.56,123.44,102.08,100.05,138.65,125.92,149.57,76.68,99.82
Klk4,0,0,0,0,0,0,0,0,0,0,0.03,0.03
Chrd,0.62,0.34,0.67,0.65,0.81,0.37,0.61,1.09,1.7,1.49,0.63,0.62
Psmd2,203.7,162.89,243.41,239.23,358.61,252.9,247.29,295.26,280.19,304.62,395.61,321.55
Syngr3,0.03,0.05,0,0.07,0.06,0.07,0.03,0.02,0,0.05,0.02,0
Vars,82.47,40.81,88.22,39.45,102.48,59.33,100.34,38.54,63.97,42.87,116.29,71.38
Vwa7,0.09,0.08,0.14,0.04,0.07,0.74,1.38,0.05,0.05,0.09,0.64,0.71
Hspa1l,0.39,0.1,0.24,0.03,0.05,0.04,0.14,0.14,0.14,0.04,0.65,0.24
Slc44a4,0.6,0.27,0.58,0.09,0.05,0.04,0.06,0.03,0.07,0.08,0.31,0.05
Msh5,2.57,2.33,2.95,1.57,2.31,1.53,2.57,5.4,9.41,8.19,1.6,1.88
Abhd16a,10.74,7.87,12.57,6.36,10.66,8.87,13.71,11.84,14.56,12.77,9.32,10.1
Neu1,4.05,3.51,5.32,2.49,2.94,2.53,3.37,3.49,2.7,2.41,2.27,2.78
Ddah2,92.87,57.24,115.49,41.16,62.25,52.3,75.56,73.81,41.78,39.67,55.14,55.32
Clic1,100.9,76.91,108.68,66.12,78.84,62.55,78.76,92.27,67.17,60.04,52.25,58.03
Lsm2,45.21,35.83,48.36,48.04,53.34,46.91,70.11,70.15,60.69,63.57,48.2,61.36
Pole,35.51,18.89,39.29,29.15,61.81,31.33,47.84,52.53,60.26,66.39,40.73,42.3
Atp1a2,1.88,0.79,3.81,1.03,1.45,3.37,6.71,1.22,1.02,1.01,3.76,6.05
Atp1a4,0.11,0.02,0.02,0.04,0.03,0.03,0.04,0,0.04,0,0.07,0.06
Casq1,0.58,0.38,1.26,0.73,0.78,0.55,0.63,0.8,0.72,0.87,0.7,0.92
Stx1a,17.11,7.7,19.93,6.13,11.2,4.75,12.51,10.08,10.73,7.5,4.19,6.64
Ceacam9,0.04,0.04,0.14,0,0,0.1,0,0,0,0,0,0
Zfp775,3.68,2.27,4.36,3.05,5.21,2.16,3.29,4.98,4.62,3.98,4.02,3.33
Scube2,0.47,0.28,0.43,0.32,1.1,0.69,0.74,0.58,1.22,1.71,0.2,0.29
Mrpl49,67.63,50.45,72.56,71.02,77.84,70.39,77.51,87.9,62.52,76.71,36.42,61.52
Dennd2c,4.7,2.45,3.77,6.1,13.58,8.11,12.32,9.37,11.66,10.36,16.35,15.41
Mark3,79.82,68.91,87.42,61.29,98.86,70.21,91.53,77.36,107.99,106.03,101.97,92.8
Gatad1,142.03,94.96,154.11,95.57,133.26,95.37,141.99,116.68,126.26,105.36,116.84,124.98
Pcdha10,0.12,0.06,0.06,0.05,0,0,0.1,0,0.02,0.02,0.02,0.08
M6pr,81.58,51.41,94.91,54.35,94.46,73.12,110.5,82.6,112.2,80.47,115.24,106.38
Lrrc8a,10.08,5.94,9.81,6.33,14.78,6.05,9.15,8.54,11.19,9.28,11.05,8.91
Mc5r,0.17,0.13,0.16,0.07,0.16,0.05,0.14,0.05,0.01,0.03,0.04,0.04
Ppp2r1a,142.13,100.32,151.82,107.92,115.47,116.81,140.94,123.96,89.76,102.33,163.13,157.46
Fance,13.61,10.36,18.01,12.66,19.02,12.2,16.71,20.76,18.88,15.67,15.82,12.28
Tinf2,19.48,12.03,23.82,14.89,21.37,17.31,23.19,26.1,35.39,24.84,13.65,16.01
Tssk4,1.08,0.48,0.93,0.13,0.37,0.28,0.62,0.39,0.28,0.44,0.19,0.38
Hapln4,0.05,0.02,0.01,0.01,0.03,0,0.03,0.06,0.1,0.15,0.12,0.01
Dus3l,15.73,9.44,16.71,10.42,20.04,11.82,18.72,17.62,15.82,14.27,14.08,14.92
Gtpbp3,13.45,13.42,13.82,10.82,14.77,13.29,11.44,10.06,6.62,11.64,11.64,10.76
Tgfbr1,55.51,39.05,52.97,23.2,57.43,29.4,44.38,25.51,49.49,71.57,31.72,39.17
Homer1,18.13,10.6,18.37,12.32,25.74,14.85,22.64,16.15,56.06,27.02,23.63,21.53
Rad51c,22.2,17.21,21.29,29.51,29.25,23.66,29.65,29.4,36.3,38.9,31.3,37.01
Gabrb2,0.51,0.35,0.16,0.05,0.11,0.23,0.39,0.03,0.09,0.15,0.55,0.57
Cav1,33.46,50.2,60.29,38.77,79.56,42.56,34.18,53.28,63.75,201.62,46.69,45.13
Arpp19,187.59,163.07,213.85,195.88,179.62,217.44,218.03,216.94,198.3,236.96,105.15,205.2
Bcl2l1,25.73,18.49,30.99,19.77,26,18.42,22.72,23.21,27.31,27.43,32.92,24.39
Khsrp,91.97,52.12,93.23,45.98,91.34,45.69,81.43,52.3,70.48,64.43,43.56,49.18
Dio2,0.17,0.06,0.08,0.03,0.08,0.02,0.02,0.03,0.12,0.05,0.16,0.06
Ccdc124,24.42,24.26,24.74,20.84,24.11,35.71,29.31,27.87,23.72,30.92,26.09,24.41
Cct4,218.66,168.88,251.57,230.22,324.15,211.35,238.43,333.15,257.1,284.95,241.29,292.93
0610009B22Rik,27.27,15.13,26.77,17.03,26.87,15.08,31.41,28.64,22.11,17,17.04,19.4
Cpt1c,5.7,3.13,5.74,4.24,6.6,2.48,4.36,5.23,4.8,5.65,3.05,2.99
Twist2,2.93,2.06,3.08,1.32,1.82,1.55,1.99,1.71,0.92,0.99,2.28,2.24
Zfp655,22.61,15.56,20.3,16.65,34.31,17.6,23.24,19.46,33.37,31.37,25.69,26.09
Rhoa,316.48,196.57,395.6,232.41,380.23,250.73,380.98,306.13,298.32,253.02,263.19,299.36
Zmiz1,54.37,29.61,53.77,12.67,23.89,20.08,43.48,9.62,17.71,22.21,25,21.38
Ankrd26,13.95,8.36,11.59,6.15,15.88,7.94,13.38,4.84,12.11,13.93,13.8,9.97
Aldh16a1,13.14,10.49,13.92,9.57,13.23,11.69,13.09,10.32,11.09,9.22,10.32,10.4
Hnrnpa0,155.32,130.06,169.48,138.06,119.23,130.82,142.85,123.56,107.67,149.58,81.9,132.74
Prrg2,10.96,7.26,11.08,6.82,9.18,4.37,7.38,9.17,6.67,6.76,4.35,4.99
Hnrnph1,1074.39,701.33,1129.73,583.49,765.4,640.09,996.7,618.91,687.53,819.26,517.24,718.26
Ift43,35.3,26.52,36.15,29.8,35.93,30.45,35.46,47.8,36.07,36.31,77.02,49.43
Id3,64.59,49.84,62.88,44.83,47,35.56,41.01,64.32,52.87,43.2,41.37,43.58
Tcap,0.23,0.07,0.37,0.06,0.4,0.11,0.29,0,0,0.3,0.05,0.04
Arid1a,83.1,50.76,75,36.39,55.29,40.22,65.75,29.19,44.26,59.83,41.89,42.09
Crlf1,0.82,0.14,0.63,0.32,0.29,0.13,0.24,0.88,0.84,0.31,0.72,0.54
Ctsd,60.06,37.02,63.46,51.08,86.26,45.4,65.76,104.6,96.29,84.61,73.27,69.68
Rplp1,1639.38,3177.86,1922.59,4684.56,2789.91,6178.49,2321.95,4239.15,3294.76,5812.4,6352.87,5144.8
Cabs1,0,0,0,0,0,0.02,0,0,0,0,0.03,0.04
Hmgcll1,1.21,1.2,1.63,1.1,1.92,0.39,0.14,0.88,0.79,1.4,0.32,0.73
Ttc9b,0,0.04,0.02,0.08,0.03,0.02,0.05,0.11,0.03,0.02,0.04,0.03
Phox2a,1,0.24,0.37,0.3,0.5,0.06,0.19,0.8,0.66,0.33,0.3,0.22
Abhd8,5.84,3.4,7.26,4.44,6.64,3.7,4.85,7.95,6.6,6.87,2.82,3.79
Ift22,10.43,9.19,16.81,12.33,13.73,8.58,8.38,20.5,11.04,15.79,7.77,7.06
Fzd3,12.63,6.33,11.36,4.14,9.79,4.45,9.7,4.27,8.34,9.98,7.8,7.92
1700008O03Rik,0.67,0.35,0.68,0.43,0.46,0.12,0.37,0.92,0.44,0.54,0.71,0.17
Mid1ip1,56.97,39.64,46.22,49.69,58.24,13.81,20.2,55.77,57.33,47.33,26.04,23.46
Ap2s1,54.56,60.35,60.81,73.96,72.18,64.97,63.59,108.74,51.66,66.84,70.65,57.89
Fgfrl1,17.64,15.83,21.96,11.21,13.93,19.95,24.38,13.62,14.93,12.35,23.65,24.37
Brme1,2.05,1.66,2.06,4.46,8.42,3.28,5.27,9.54,16.99,9.93,4.99,4.5
Fhl2,4.06,2.21,5.99,1.22,2.88,4.57,7.59,3.09,2.89,2.07,6.5,6.38
Emc10,23.34,12.53,24.21,15.36,26.07,11.88,23.94,33.43,23.39,16.62,16.28,15.71
Clstn3,3.51,2.96,4.53,3.09,5.45,1.47,2.64,3.21,3.31,4,3.65,3.22
Fbxw9,15.66,8.22,18.59,9.24,16.82,8.44,12.09,15.01,14.6,10.88,11.32,9
Spib,0.02,0.02,0.03,0,0,0.05,0.02,0.04,0.04,0.02,0.01,0
Fnbp4,78.14,51.55,78.15,28.54,58.65,36.59,69.33,21.38,33.09,38.66,44.23,48.74
Cers4,10.48,5.83,13.47,7.8,15.88,3.22,7.48,12.5,10.41,12.79,5.39,5.29
Scrn3,34.52,20.75,35.72,21.74,48.46,28.21,45.15,28.68,35.73,32.75,33.48,35.27
Phax,82.56,77.06,95.55,85.81,95.07,89.27,81.58,96.26,69.68,79.06,104.98,89.59
Tle1,32.4,23.59,36.26,20.24,28.39,19.25,25.62,24.43,25.66,32.6,27.72,29.82
1700109H08Rik,1.4,1.75,1.58,0.81,0.83,0.59,0.82,0.03,0.34,1.32,0.29,0.51
Relt,0.73,0.48,1.55,0.87,1.44,1.53,1.39,1.76,2.98,2.63,0.64,0.84
Snrpb2,177.3,123.76,181,142.4,190.45,131.58,172.66,248.46,228.39,144.52,139.35,123.79
Ubc,75.55,46.5,99.71,53.31,89.5,55.87,95.91,48.52,74.11,87.74,35.84,65.77
Prpf31,49.17,41.36,57.28,40.75,45.98,47.81,52.06,40.22,47.73,56.65,38.94,51.94
Sertad1,6.59,3.78,9.25,6.06,8.19,4.97,4.71,11,6.02,7.62,5.63,4.3
Carhsp1,35.95,24.92,45.69,26.05,36.65,24.17,31.38,32.92,28.24,29.89,24.77,28.88
Elk3,32.46,26.52,39.34,12.61,18.43,19.97,22.59,10.94,14.18,17.44,15.36,17.59
Herpud2,23.34,15.18,25.53,14.84,27.17,14.4,22.95,20.31,25.98,23.5,17.87,18
Rdh13,11.28,6.17,10.77,5.05,9.82,7.48,12.16,5.24,5.61,6.1,13.04,11.97
Adam21,0.08,0.02,0.06,0.04,0.02,0.04,0.11,0.05,0.02,0.01,0.04,0.07
Nutf2,123.9,128.42,123.83,166.89,122.34,172.6,139.27,127.83,86.32,200.16,102.05,192.26
Fut1,0.02,0.09,0.08,0.03,0,0.01,0.04,0.01,0.02,0.05,0.06,0.07
Arpc5,57.04,37.76,71.95,34.2,49.38,32.02,47.22,44.11,39.34,38.26,38.84,38.06
Rnf151,0.4,0.26,0.38,0.05,0.3,0.1,0.56,0.13,0.1,0.15,0.2,0.16
Elavl2,14.75,11.62,12.78,23.78,44.56,29.81,34.57,22.46,40.61,45.17,28.1,43.9
Pou2f2,1.02,0.44,0.9,0.49,0.81,0.12,0.48,0.45,0.46,0.58,1.76,1.55
Mgst1,121.47,84.5,168.33,102.61,138.94,100.59,149.65,132.5,133.65,100.7,126.09,148.53
Nfib,40.95,21.48,36.62,16.1,26.54,14.46,28.94,11.97,17.87,23.36,22.23,21.58
Htr3b,0.16,0.06,0.04,0.02,0,0,0,0,0.22,0.07,0.06,0
Rab25,0.86,0.29,0.8,0.16,0,0.22,0.44,0.08,0.11,0.09,1.61,0.43
Ubqln4,46.34,30.8,47.87,26.12,39.44,27.76,39.43,23.9,21.83,28.04,20.02,27.67
Rbfox1,1.31,0.45,1.06,1.54,3.39,0.24,0.46,2.04,2.91,3.16,0.61,0.44
Rps18,110.56,77.67,144.53,117.89,116.59,98.23,117.43,179.31,175.6,122.08,104.18,98.96
Rpl10,1107.44,686.39,1317.59,1007,1261.12,729.47,1013.21,1554.31,1279.65,1136.21,628.64,977.69
Rps15a,628.35,1043.49,808.83,1843.38,968.63,1308.16,738.09,1459.14,1213.73,2394.99,667.25,1253.66
Ncaph2,65.08,49.55,83.45,55.59,76.02,59.88,78.13,66.34,56.35,62.56,48.05,60.54
Hipk1,31.49,17.86,25.93,9.03,22.83,12.14,24.7,6.84,14.14,21.93,16.05,17.91
Gprc5b,9.64,8.88,10.88,14.7,18.74,8.67,15.34,13.81,18.24,25.5,17.78,15.2
Man1a2,66.38,57.08,53.87,26.04,70.35,48.84,54.81,16.46,62.91,64.72,72.24,63.78
Ceacam5,0,0,0,0,0,0,0,0,0,0,0,0
Tppp2,0,0,0,0,0,0,0,0,0,0,0,0
Acyp1,18.25,15.14,21.54,14.73,18,11.63,17.62,21.26,15.46,15.11,11.63,13.82
Cldn13,2.28,0.44,1.91,0.32,0.41,0.13,0.55,0.08,0.11,1.68,0.08,0.03
Cd163,0.05,0.06,0.1,0.06,0.02,0.02,0,0.03,0.02,0.03,0.1,0.01
Hdac5,23.79,11.63,25.62,11.5,26.14,17.98,26.93,23.87,24.53,21,25.38,21.16
Rala,97.44,96.69,117.59,100.59,108.58,104.73,94.78,128.79,91.21,109.52,127.76,122.48
Clec3a,0,0,0,0,0,0,0,0,0,0,0,0
Vdac3,510.26,331.84,622.48,499.16,747.52,478.84,699.37,785.38,765.78,516.66,640.17,544.99
Slc1a7,0.03,0,0.02,0,0,0,0,0,0.02,0,0.01,0.01
Vps72,129.14,79.31,140.63,76.62,120.75,74.28,123.88,104.04,103.27,76.26,82.91,77.16
Gabpa,71.97,51.73,65.54,42.16,76.23,49.43,70.65,42.73,72.58,72.52,61.97,56.72
Bmp7,8.54,5.64,9.07,6.62,10.66,9.89,12.31,7.37,8.93,8.27,6.98,8.07
Dynll1,398.21,325.85,442.42,446.65,365.58,445.53,488.44,407.5,419.51,443.94,445.1,721.02
Pdcl,62.65,64.25,64.17,41.67,55.51,49.81,56.17,29.15,45.97,67.87,52.08,57.82
Tmem184b,21.62,32.01,22.41,23.2,22.37,24.44,19.39,13.77,15.77,28.04,19.27,24.23
Gm5965,0,0,0,0,0,0,0,0,0,0,0,0
Rsph14,0,0,0,0,0,0,0,0,0,0.1,0,0
Nf2,59.47,50.62,62.55,49.39,81.71,58.08,70.78,30.02,54.02,72.65,72.32,78.03
Cabp7,0.94,0.58,0.61,1.47,2.05,0.52,0.54,2.18,1.37,1.42,0.75,0.69
Zmat5,5.91,6.11,7.73,7.9,9.98,6.59,6.42,11.22,8.84,7.26,16.33,10.04
Ewsr1,792.13,467.37,931.9,413.95,624.76,495.38,828.47,514.01,545.53,528.22,458.96,536
Ap1b1,32.96,32.58,33.82,26.79,34.58,25.88,24.42,24.37,29.73,55.28,31.74,37.14
Derl3,7.53,5.29,9.15,9.18,11.26,9.91,13.17,12.99,11.89,13.76,10.94,15.96
Gstt4,0,0.03,0,0,0,0,0,0.09,0,0,0,0
Tbx1,2.43,2.09,3.14,2.32,3.63,1.95,2.13,3.17,2.88,3.11,0.75,1.27
Gnat2,0.53,0.36,0.89,1.03,1.76,1.13,1.5,0.94,1.31,1.34,1.4,1.15
Bcl2l13,19.14,14.83,18.14,9.98,18.26,9.73,15.98,10.01,14.94,16.37,12.95,13.98
2610028H24Rik,0.03,0.04,0.09,0,0,0,0.14,0,0,0,0.03,0.02
Spatc1l,0.04,0,0,0,0,0,0,0,0.04,0,0,0
Dqx1,0.72,0.35,1.25,0.23,0.35,0.22,0.54,0.29,0.3,0.43,0.11,0.23
Ccl8,0,0,0,0,0,0,0,0,0,0,0,0
Lnpk,15.5,10.78,15.2,7.74,13.42,9.68,14.22,9.58,13.51,16.62,11.47,12.93
Prr29,0.08,0.06,0.13,0,0,0,0,0,0,0,0.12,0.03
Mymk,0,0,0.03,0,0,0.29,0.26,0,0.05,0.07,0,0.12
Fam163b,0.14,0.07,0.01,0.06,0.07,0.15,0.25,0.3,0.76,0.35,0.39,0.4
Trpm5,0.95,0.62,0.87,2.5,3.12,2.03,3,3.83,4.88,4.44,3.98,3.38
Ascl2,0.22,0.17,0.14,1.39,2.47,2.52,2.34,2.95,2.07,2.03,1.35,3.16
Rarres2,20.03,10.13,19.48,10.86,18.63,8.49,17.68,27.45,21.73,12.84,17.9,16.53
Pttg1ip,53.63,34.16,62.81,43.39,72.78,37.15,54.58,64.63,85.61,77.36,38.66,43.6
Trpm2,0.1,0,0,0.09,0.01,0,0.02,0.01,0.05,0.04,0.05,0
Ube2g2,35.6,27.62,39.45,27.23,36.16,41.44,34.19,28.94,29.02,51.11,29.66,39.65
Mpo,2.69,0.81,2.73,0.36,0.93,0.84,0.98,0.87,0.16,1.71,1.44,0.94
Lpo,0.03,0,0.01,0.06,0.04,0.03,0.05,0.04,0.04,0.03,0.04,0.29
Met,3.03,1.46,2.32,1.67,4.57,0.82,1.11,2.27,2.34,2.76,2.22,1.2
Slc16a12,1.17,1.11,0.95,0.09,0.13,0.03,0.05,0.41,0.1,0.2,0.04,0.04
Syn2,0.72,0.37,0.5,1.11,3.55,0.41,0.7,6.97,16.03,8.96,1.01,0.45
Elk1,10.82,8.85,10.89,7.89,10.66,6.92,8.98,5.82,7.31,8.96,9.89,9.4
Nav1,16.46,7.98,12.01,4.98,12.62,10.62,22.18,3.28,7.5,9.88,21.34,15.56
Tnpo1,86.72,65.3,79.76,38.37,85.22,51.25,73.53,29.44,61.22,93.15,68.87,79.74
Myod1,0.19,0.08,0.22,0.09,0.24,0.07,0.16,0.04,0.3,0.09,0.02,0.03
Otog,0.16,0.18,0.41,0.24,0.33,0.19,0.1,0.04,0,0.03,0.04,0.02
Rnmt,43.16,29.93,59.07,30.98,54.45,38.37,51.51,36.29,39.12,43.48,31.45,37.55
Kcnq1,0.62,0.59,1.31,1.6,2.46,0.23,0.28,2.8,3.15,3.46,0.17,0.2
Srp14,144.37,95.52,153.84,141.37,197.7,108.36,148.82,294.09,297.03,207.89,85.44,117.74
6330409D20Rik,0.08,0,0.12,0.03,0,0,0,0,0.05,0,0,0
Cdk9,54.24,46.06,65.38,49.6,55.23,65.51,67.72,57.3,43.95,47.33,72,74.97
Tor2a,12.81,7.46,15.58,8.52,11.19,7.63,11.67,18.11,14.75,10.58,7.17,8.69
Fpgs,13.61,8.82,16.89,10.71,15.15,12.67,17.77,11.71,9.61,10.9,10.69,11.48
Mrtfb,19.52,9.81,15.72,6.84,20.34,8.25,16.74,6.88,14.52,15.99,20.44,14.51
Cbx5,241.92,252.16,228.04,117.78,246.01,209.39,168.8,88.47,150.68,319.63,299.25,257.77
Odam,0.07,0.04,0,0,0,0,0,0,0.07,0,0,0
Apobec3,20.94,12.93,23.82,19,27.49,12.53,19.51,23.55,21.15,21.26,11.48,14.58
St6galnac1,0,0,0,0,0,0.01,0.02,0,0.02,0,0.22,0.03
Taf7l,18.49,16.85,26.86,13.55,32.6,1.36,2.05,115.67,330.7,234.56,79.88,16.16
Sardh,26.34,18.62,30.3,23.55,22.97,17.08,19.51,30.19,20.47,20.87,13.92,18.94
Vav2,22.23,14.06,21.65,15.58,27.4,9.39,14.06,14.57,17.93,20.82,13.3,13.01
Tex15,20,11.39,15.74,20.51,35.16,8.62,14.76,35.49,126.83,118.65,86.42,25.8
Ppp2cb,101.72,69.47,111.78,79.49,109.67,76.64,102.91,107.24,86.92,83.93,68.74,96.33
G0s2,11.22,6.22,10.82,16.21,25.61,4.99,8.38,33,26.31,14.97,5.69,7.98
